"GENE_ID","GEUVADIS","IN_GENCODE","CHR","LEFT","TSS","RIGHT","DIRECTION"
"97","ENSG00000101187","ENSG00000101187.10",TRUE,"chr20",60273855,61273855,62273855,"+"
"98","ENSG00000101189","ENSG00000101189.5",TRUE,"chr20",60427825,61427825,62427825,"+"
"99","ENSG00000101190","ENSG00000101190.8",TRUE,"chr20",60493174,61493174,62493174,"-"
"100","ENSG00000101191","ENSG00000101191.11",TRUE,"chr20",60569304,61569304,62569304,"-"
"101","ENSG00000101193","ENSG00000101193.5",TRUE,"chr20",60569499,61569499,62569499,"+"
"102","ENSG00000101194","ENSG00000101194.12",TRUE,"chr20",60584059,61584059,62584059,"+"
"103","ENSG00000101197","ENSG00000101197.8",TRUE,"chr20",60867235,61867235,62867235,"+"
"104","ENSG00000101199","ENSG00000101199.8",TRUE,"chr20",60904137,61904137,62904137,"+"
"105","ENSG00000101204","ENSG00000101204.10",TRUE,"chr20",61009753,62009753,63009753,"-"
"106","ENSG00000101210","ENSG00000101210.6",TRUE,"chr20",61130592,62130592,63130592,"-"
"107","ENSG00000101213","ENSG00000101213.5",TRUE,"chr20",61168729,62168729,63168729,"-"
"108","ENSG00000101216","ENSG00000101216.6",TRUE,"chr20",61258454,62258454,63258454,"-"
"109","ENSG00000101220","ENSG00000101220.11",TRUE,"chr20",2748428,3748428,4748428,"-"
"110","ENSG00000101224","ENSG00000101224.13",TRUE,"chr20",2767419,3767419,4767419,"+"
"111","ENSG00000101230","ENSG00000101230.4",TRUE,"chr20",12201921,13201921,14201921,"+"
"112","ENSG00000101236","ENSG00000101236.11",TRUE,"chr20",2996205,3996205,4996205,"-"
"113","ENSG00000101246","ENSG00000101246.12",TRUE,"chr20",61339377,62339377,63339377,"-"
"114","ENSG00000101247","ENSG00000101247.12",TRUE,"chr20",12765653,13765653,14765653,"+"
"115","ENSG00000101255","ENSG00000101255.6",TRUE,"chr20",-656521,343479,1343479,"+"
"116","ENSG00000101265","ENSG00000101265.10",TRUE,"chr20",3804254,4804254,5804254,"-"
"117","ENSG00000101266","ENSG00000101266.10",TRUE,"chr20",-475521,524479,1524479,"-"
"118","ENSG00000101278","ENSG00000101278.6",TRUE,"chr20",-179380,820620,1820620,"-"
"119","ENSG00000101290","ENSG00000101290.9",TRUE,"chr20",4107525,5107525,6107525,"+"
"120","ENSG00000101294","ENSG00000101294.11",TRUE,"chr20",29102213,30102213,31102213,"+"
"121","ENSG00000101298","ENSG00000101298.9",TRUE,"chr20",246924,1246924,2246924,"+"
"122","ENSG00000101306","ENSG00000101306.6",TRUE,"chr20",29407111,30407111,31407111,"+"
"123","ENSG00000101307","ENSG00000101307.11",TRUE,"chr20",600707,1600707,2600707,"-"
"124","ENSG00000101310","ENSG00000101310.10",TRUE,"chr20",17488164,18488164,19488164,"+"
"125","ENSG00000101311","ENSG00000101311.9",TRUE,"chr20",5103677,6103677,7103677,"-"
"126","ENSG00000101333","ENSG00000101333.11",TRUE,"chr20",8049410,9049410,10049410,"+"
"127","ENSG00000101335","ENSG00000101335.5",TRUE,"chr20",34169900,35169900,36169900,"+"
"128","ENSG00000101336","ENSG00000101336.8",TRUE,"chr20",29640000,30640000,31640000,"+"
"129","ENSG00000101337","ENSG00000101337.10",TRUE,"chr20",29697517,30697517,31697517,"+"
"130","ENSG00000101342","ENSG00000101342.4",TRUE,"chr20",34504524,35504524,36504524,"+"
"131","ENSG00000101343","ENSG00000101343.10",TRUE,"chr20",19036690,20036690,21036690,"-"
"132","ENSG00000101346","ENSG00000101346.6",TRUE,"chr20",29795683,30795683,31795683,"+"
"133","ENSG00000101347","ENSG00000101347.7",TRUE,"chr20",34580296,35580296,36580296,"-"
"134","ENSG00000101350","ENSG00000101350.6",TRUE,"chr20",29865454,30865454,31865454,"+"
"135","ENSG00000101353","ENSG00000101353.10",TRUE,"chr20",34807991,35807991,36807991,"-"
"136","ENSG00000101361","ENSG00000101361.9",TRUE,"chr20",1633239,2633239,3633239,"+"
"137","ENSG00000101363","ENSG00000101363.8",TRUE,"chr20",34918052,35918052,36918052,"+"
"138","ENSG00000101365","ENSG00000101365.13",TRUE,"chr20",1644865,2644865,3644865,"-"
"139","ENSG00000101367","ENSG00000101367.8",TRUE,"chr20",30407760,31407760,32407760,"+"
"140","ENSG00000101384","ENSG00000101384.6",TRUE,"chr20",9654647,10654647,11654647,"-"
"141","ENSG00000101391","ENSG00000101391.14",TRUE,"chr20",30989367,31989367,32989367,"-"
"142","ENSG00000101400","ENSG00000101400.5",TRUE,"chr20",31031569,32031569,33031569,"-"
"143","ENSG00000101407","ENSG00000101407.8",TRUE,"chr20",35661863,36661863,37661863,"-"
"144","ENSG00000101412","ENSG00000101412.9",TRUE,"chr20",31274191,32274191,33274191,"-"
"145","ENSG00000101413","ENSG00000101413.7",TRUE,"chr20",35662127,36662127,37662127,"+"
"146","ENSG00000101417","ENSG00000101417.7",TRUE,"chr20",31308125,32308125,33308125,"-"
"147","ENSG00000101421","ENSG00000101421.3",TRUE,"chr20",31399154,32399154,33399154,"+"
"148","ENSG00000101438","ENSG00000101438.3",TRUE,"chr20",36353129,37353129,38353129,"+"
"149","ENSG00000101439","ENSG00000101439.4",TRUE,"chr20",22619110,23619110,24619110,"-"
"150","ENSG00000101442","ENSG00000101442.8",TRUE,"chr20",36377103,37377103,38377103,"+"
"151","ENSG00000101443","ENSG00000101443.13",TRUE,"chr20",43098393,44098393,45098393,"+"
"152","ENSG00000101444","ENSG00000101444.7",TRUE,"chr20",31899608,32899608,33899608,"-"
"153","ENSG00000101445","ENSG00000101445.4",TRUE,"chr20",36434340,37434340,38434340,"+"
"154","ENSG00000101447","ENSG00000101447.8",TRUE,"chr20",36554955,37554955,38554955,"+"
"155","ENSG00000101452","ENSG00000101452.8",TRUE,"chr20",36590942,37590942,38590942,"+"
"156","ENSG00000101457","ENSG00000101457.8",TRUE,"chr20",43420593,44420593,45420593,"+"
"157","ENSG00000101460","ENSG00000101460.8",TRUE,"chr20",32134658,33134658,34134658,"+"
"158","ENSG00000101464","ENSG00000101464.6",TRUE,"chr20",32286594,33286594,34286594,"-"
"159","ENSG00000101470","ENSG00000101470.5",TRUE,"chr20",43462384,44462384,45462384,"-"
"160","ENSG00000101473","ENSG00000101473.11",TRUE,"chr20",43486044,44486044,45486044,"-"
"161","ENSG00000101474","ENSG00000101474.7",TRUE,"chr20",23973387,24973387,25973387,"-"
"162","ENSG00000101898","ENSG00000101898.5",TRUE,"chr20",29135215,30135215,31135215,"+"
"163","ENSG00000118705","ENSG00000118705.11",TRUE,"chr20",34806813,35806813,36806813,"+"
"164","ENSG00000118707","ENSG00000118707.4",TRUE,"chr20",34201891,35201891,36201891,"+"
"165","ENSG00000124091","ENSG00000124091.5",TRUE,"chr20",54100981,55100981,56100981,"-"
"166","ENSG00000124092","ENSG00000124092.7",TRUE,"chr20",55100708,56100708,57100708,"-"
"167","ENSG00000124097","ENSG00000124097.7",TRUE,"chr20",55064083,56064083,57064083,"-"
"168","ENSG00000124098","ENSG00000124098.9",TRUE,"chr20",53934030,54934030,55934030,"+"
"169","ENSG00000124103","ENSG00000124103.8",TRUE,"chr20",54092243,55092243,56092243,"+"
"170","ENSG00000124104","ENSG00000124104.13",TRUE,"chr20",43462438,44462438,45462438,"+"
"171","ENSG00000124116","ENSG00000124116.14",TRUE,"chr20",43420571,44420571,45420571,"-"
"172","ENSG00000124120","ENSG00000124120.6",TRUE,"chr20",42104514,43104514,44104514,"+"
"173","ENSG00000124126","ENSG00000124126.9",TRUE,"chr20",46444536,47444536,48444536,"-"
"174","ENSG00000124134","ENSG00000124134.4",TRUE,"chr20",42729768,43729768,44729768,"-"
"175","ENSG00000124140","ENSG00000124140.7",TRUE,"chr20",43650329,44650329,45650329,"+"
"176","ENSG00000124143","ENSG00000124143.6",TRUE,"chr20",36230577,37230577,38230577,"+"
"177","ENSG00000124145","ENSG00000124145.5",TRUE,"chr20",42977064,43977064,44977064,"-"
"178","ENSG00000124151","ENSG00000124151.11",TRUE,"chr20",45130631,46130631,47130631,"+"
"179","ENSG00000124155","ENSG00000124155.11",TRUE,"chr20",43044724,44044724,45044724,"+"
"180","ENSG00000124160","ENSG00000124160.7",TRUE,"chr20",43718601,44718601,45718601,"-"
"181","ENSG00000124164","ENSG00000124164.11",TRUE,"chr20",55964285,56964285,57964285,"+"
"182","ENSG00000124171","ENSG00000124171.4",TRUE,"chr20",48348117,49348117,50348117,"+"
"183","ENSG00000124172","ENSG00000124172.5",TRUE,"chr20",56607400,57607400,58607400,"-"
"184","ENSG00000124177","ENSG00000124177.10",TRUE,"chr20",39247023,40247023,41247023,"-"
"185","ENSG00000124181","ENSG00000124181.7",TRUE,"chr20",38765600,39765600,40765600,"+"
"186","ENSG00000124191","ENSG00000124191.11",TRUE,"chr20",41543492,42543492,43543492,"+"
"187","ENSG00000124193","ENSG00000124193.9",TRUE,"chr20",41086533,42086533,43086533,"+"
"188","ENSG00000124194","ENSG00000124194.10",TRUE,"chr20",41875739,42875739,43875739,"+"
"189","ENSG00000124196","ENSG00000124196.5",TRUE,"chr20",41355642,42355642,43355642,"-"
"190","ENSG00000124198","ENSG00000124198.7",TRUE,"chr20",46538248,47538248,48538248,"+"
"191","ENSG00000124201","ENSG00000124201.9",TRUE,"chr20",46894963,47894963,48894963,"-"
"192","ENSG00000124203","ENSG00000124203.5",TRUE,"chr20",56698436,57698436,58698436,"+"
"193","ENSG00000124207","ENSG00000124207.10",TRUE,"chr20",46662783,47662783,48662783,"+"
"194","ENSG00000124209","ENSG00000124209.3",TRUE,"chr20",55884771,56884771,57884771,"+"
"195","ENSG00000124214","ENSG00000124214.14",TRUE,"chr20",46804904,47804904,48804904,"-"
"196","ENSG00000124215","ENSG00000124215.12",TRUE,"chr20",57533478,58533478,59533478,"+"
"197","ENSG00000124216","ENSG00000124216.3",TRUE,"chr20",47599517,48599517,49599517,"+"
"198","ENSG00000124217","ENSG00000124217.3",TRUE,"chr20",48575355,49575355,50575355,"+"
"199","ENSG00000124222","ENSG00000124222.15",TRUE,"chr20",56226309,57226309,58226309,"+"
"200","ENSG00000124224","ENSG00000124224.11",TRUE,"chr20",55884507,56884507,57884507,"-"
"201","ENSG00000124225","ENSG00000124225.11",TRUE,"chr20",55286592,56286592,57286592,"-"
"202","ENSG00000124226","ENSG00000124226.6",TRUE,"chr20",47552873,48552873,49552873,"+"
"203","ENSG00000124228","ENSG00000124228.9",TRUE,"chr20",46835884,47835884,48835884,"+"
"204","ENSG00000124243","ENSG00000124243.11",TRUE,"chr20",48411431,49411431,50411431,"+"
"205","ENSG00000124251","ENSG00000124251.6",TRUE,"chr20",43036529,44036529,45036529,"-"
"206","ENSG00000124253","ENSG00000124253.8",TRUE,"chr20",55136136,56136136,57136136,"+"
"207","ENSG00000124256","ENSG00000124256.9",TRUE,"chr20",55195632,56195632,57195632,"-"
"208","ENSG00000124257","ENSG00000124257.6",TRUE,"chr20",43519847,44519847,45519847,"-"
"209","ENSG00000125508","ENSG00000125508.3",TRUE,"chr20",61179102,62179102,63179102,"-"
"210","ENSG00000125510","ENSG00000125510.11",TRUE,"chr20",61711435,62711435,63711435,"+"
"211","ENSG00000125514","ENSG00000125514.5",TRUE,"chr20",60668380,61668380,62668380,"-"
"212","ENSG00000125520","ENSG00000125520.8",TRUE,"chr20",61371129,62371129,63371129,"+"
"213","ENSG00000125531","ENSG00000125531.5",TRUE,"chr20",61179244,62179244,63179244,"+"
"214","ENSG00000125534","ENSG00000125534.4",TRUE,"chr20",61152118,62152118,63152118,"+"
"215","ENSG00000125772","ENSG00000125772.7",TRUE,"chr20",4591652,5591652,6591652,"-"
"216","ENSG00000125775","ENSG00000125775.10",TRUE,"chr20",309783,1309783,2309783,"-"
"217","ENSG00000125779","ENSG00000125779.15",TRUE,"chr20",2869486,3869486,4869486,"+"
"218","ENSG00000125798","ENSG00000125798.8",TRUE,"chr20",21566093,22566093,23566093,"-"
"219","ENSG00000125804","ENSG00000125804.8",TRUE,"chr20",24965846,25965846,26965846,"+"
"220","ENSG00000125810","ENSG00000125810.8",TRUE,"chr20",22066961,23066961,24066961,"-"
"221","ENSG00000125812","ENSG00000125812.11",TRUE,"chr20",22342819,23342819,24342819,"+"
"222","ENSG00000125814","ENSG00000125814.12",TRUE,"chr20",22402156,23402156,24402156,"-"
"223","ENSG00000125817","ENSG00000125817.6",TRUE,"chr20",2767387,3767387,4767387,"-"
"224","ENSG00000125818","ENSG00000125818.10",TRUE,"chr20",93883,1093883,2093883,"+"
"225","ENSG00000125821","ENSG00000125821.7",TRUE,"chr20",17568586,18568586,19568586,"+"
"226","ENSG00000125826","ENSG00000125826.14",TRUE,"chr20",-611858,388142,1388142,"+"
"227","ENSG00000125827","ENSG00000125827.4",TRUE,"chr20",7000452,8000452,9000452,"-"
"228","ENSG00000125834","ENSG00000125834.8",TRUE,"chr20",1082473,2082473,3082473,"+"
"229","ENSG00000125835","ENSG00000125835.12",TRUE,"chr20",1451499,2451499,3451499,"-"
"230","ENSG00000125841","ENSG00000125841.7",TRUE,"chr20",-672574,327426,1327426,"+"
"231","ENSG00000125843","ENSG00000125843.6",TRUE,"chr20",2801171,3801171,4801171,"+"
"232","ENSG00000125844","ENSG00000125844.10",TRUE,"chr20",16662940,17662940,18662940,"-"
"233","ENSG00000125845","ENSG00000125845.5",TRUE,"chr20",5748333,6748333,7748333,"+"
"234","ENSG00000125846","ENSG00000125846.11",TRUE,"chr20",17268927,18268927,19268927,"+"
"235","ENSG00000125848","ENSG00000125848.8",TRUE,"chr20",13318260,14318260,15318260,"-"
"236","ENSG00000125863","ENSG00000125863.12",TRUE,"chr20",9414870,10414870,11414870,"-"
"237","ENSG00000125868","ENSG00000125868.10",TRUE,"chr20",16550720,17550720,18550720,"+"
"238","ENSG00000125869","ENSG00000125869.4",TRUE,"chr20",8495005,9495005,10495005,"+"
"239","ENSG00000125870","ENSG00000125870.6",TRUE,"chr20",15710606,16710606,17710606,"+"
"240","ENSG00000125871","ENSG00000125871.9",TRUE,"chr20",16949661,17949661,18949661,"+"
"241","ENSG00000125875","ENSG00000125875.8",TRUE,"chr20",-556790,443210,1443210,"-"
"242","ENSG00000125877","ENSG00000125877.6",TRUE,"chr20",2189514,3189514,4189514,"+"
"243","ENSG00000125878","ENSG00000125878.4",TRUE,"chr20",-409047,590953,1590953,"-"
"244","ENSG00000125885","ENSG00000125885.8",TRUE,"chr20",4931298,5931298,6931298,"+"
"245","ENSG00000125895","ENSG00000125895.5",TRUE,"chr20",166059,1166059,2166059,"-"
"246","ENSG00000125898","ENSG00000125898.7",TRUE,"chr20",-185642,814358,1814358,"+"
"247","ENSG00000125901","ENSG00000125901.5",TRUE,"chr20",2026698,3026698,4026698,"+"
"248","ENSG00000125966","ENSG00000125966.7",TRUE,"chr20",32814493,33814493,34814493,"+"
"249","ENSG00000125967","ENSG00000125967.11",TRUE,"chr20",31262269,32262269,33262269,"-"
"250","ENSG00000125968","ENSG00000125968.7",TRUE,"chr20",29193086,30193086,31193086,"+"
"251","ENSG00000125970","ENSG00000125970.7",TRUE,"chr20",31581452,32581452,33581452,"+"
"252","ENSG00000125971","ENSG00000125971.12",TRUE,"chr20",32104219,33104219,34104219,"+"
"253","ENSG00000125977","ENSG00000125977.6",TRUE,"chr20",31700049,32700049,33700049,"-"
"254","ENSG00000125991","ENSG00000125991.12",TRUE,"chr20",33129787,34129787,35129787,"+"
"255","ENSG00000125995","ENSG00000125995.11",TRUE,"chr20",33287194,34287194,35287194,"+"
"256","ENSG00000126001","ENSG00000126001.11",TRUE,"chr20",33042985,34042985,35042985,"+"
"257","ENSG00000126003","ENSG00000126003.6",TRUE,"chr20",29795546,30795546,31795546,"-"
"258","ENSG00000126005","ENSG00000126005.10",TRUE,"chr20",32865934,33865934,34865934,"-"
"259","ENSG00000130584","ENSG00000130584.5",TRUE,"chr20",61463391,62463391,63463391,"-"
"260","ENSG00000130589","ENSG00000130589.11",TRUE,"chr20",61205592,62205592,63205592,"-"
"261","ENSG00000130590","ENSG00000130590.9",TRUE,"chr20",61611361,62611361,63611361,"-"
"262","ENSG00000130684","ENSG00000130684.8",TRUE,"chr20",24677489,25677489,26677489,"-"
"263","ENSG00000130699","ENSG00000130699.10",TRUE,"chr20",59640937,60640937,61640937,"-"
"264","ENSG00000130702","ENSG00000130702.9",TRUE,"chr20",59942368,60942368,61942368,"-"
"265","ENSG00000130703","ENSG00000130703.9",TRUE,"chr20",59806978,60806978,61806978,"+"
"266","ENSG00000130706","ENSG00000130706.7",TRUE,"chr20",59877149,60877149,61877149,"+"
"267","ENSG00000131043","ENSG00000131043.7",TRUE,"chr20",33824053,34824053,35824053,"+"
"268","ENSG00000131044","ENSG00000131044.11",TRUE,"chr20",29458505,30458505,31458505,"+"
"269","ENSG00000131051","ENSG00000131051.15",TRUE,"chr20",33330234,34330234,35330234,"-"
"270","ENSG00000131055","ENSG00000131055.4",TRUE,"chr20",29225715,30225715,31225715,"+"
"271","ENSG00000131061","ENSG00000131061.9",TRUE,"chr20",31319463,32319463,33319463,"+"
"272","ENSG00000131067","ENSG00000131067.12",TRUE,"chr20",32460659,33460659,34460659,"-"
"273","ENSG00000131069","ENSG00000131069.13",TRUE,"chr20",32459949,33459949,34459949,"+"
"274","ENSG00000132622","ENSG00000132622.6",TRUE,"chr20",2713332,3713332,4713332,"+"
"275","ENSG00000132623","ENSG00000132623.10",TRUE,"chr20",8966774,9966774,10966774,"+"
"276","ENSG00000132635","ENSG00000132635.10",TRUE,"chr20",1821836,2821836,3821836,"-"
"277","ENSG00000132640","ENSG00000132640.10",TRUE,"chr20",10871371,11871371,12871371,"+"
"278","ENSG00000132646","ENSG00000132646.6",TRUE,"chr20",4107272,5107272,6107272,"-"
"279","ENSG00000132661","ENSG00000132661.3",TRUE,"chr20",22331428,23331428,24331428,"+"
"280","ENSG00000132664","ENSG00000132664.7",TRUE,"chr20",17448033,18448033,19448033,"+"
"281","ENSG00000132669","ENSG00000132669.8",TRUE,"chr20",18738250,19738250,20738250,"+"
"282","ENSG00000132670","ENSG00000132670.14",TRUE,"chr20",1854066,2854066,3854066,"+"
"283","ENSG00000132792","ENSG00000132792.14",TRUE,"chr20",35322357,36322357,37322357,"+"
