ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,1,NA,87149,0.8581651,0.1418861,0.2837722,0.99996677,0.45792803990229886
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,2,NA,305688.5,0.4157194,0.5843168,0.8314388,0.99996677,0.7482186618015964
FIRE Score,Top SNV Discovered in YRI,Wilcoxon Test,3,NA,307729.5,0.2895656,0.7104631,0.5791312,0.99996677,0.8050959246215944
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1083,0.09906403,0.902222613,0.198128068,0.99996677,0.9219253816187443
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,990,0.27522252,0.727247912,0.550445048,0.99996677,0.815767983880597
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2186.5,0.31422113,0.687124494,0.628442255,0.99996677,0.7930532443597121
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1762.5,0.86978015,0.131025413,0.262050826,0.99996677,0.4353299964467456
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,2010,0.79045571,0.21047022,0.420940441,0.99996677,0.5574482477830189
ENCFF093VXI,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1732,0.95554205,0.044760348,0.089520695,0.99996677,0.23822687584834124
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,795,0.80213819,0.19993147,0.39986293,0.99996677,0.5423273248067633
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,849,0.67319298,0.3294871,0.6589742,0.99996677,0.6631075507168458
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2191.5,0.30751805,0.69381498,0.61503611,0.99996677,0.7948039482976554
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2208.5,0.28521424,0.71607339,0.57042848,0.99996677,0.8090044447615694
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1909,0.87128571,0.12939049,0.25878098,0.99996677,0.4350464678742515
ENCFF915DFR,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1875,0.89283058,0.10776349,0.21552698,0.99996677,0.4020544826245847
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,902,0.52218164,0.4807734,0.9615469,0.99996677,0.7172169133905013
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,771,0.84785975,0.1538927,0.3077854,0.99996677,0.48124027878116343
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2129.5,0.39451147,0.6069487,0.7890229,0.99996677,0.7517869014160263
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1933.5,0.68308022,0.3182728,0.6365455,0.99996677,0.6588945843087972
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1361,0.99809252,0.001927086,0.003854172,0.99996677,0.05554390868292683
ENCFF776DPQ,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1020,0.99996677,3.368315e-5,6.736629e-5,0.99996677,0.022835767030000002
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1086,0.09524092,0.906009,0.1904818,0.99996677,0.9232745345816697
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,911,0.49556147,0.5073973,0.9911229,0.99996677,0.7249455062340968
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2046,0.5196762,0.4818363,0.9636725,0.99996677,0.7172169133905013
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1835.5,0.80186025,0.1991981,0.3983961,0.99996677,0.5423273248067633
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1172,0.99976761,2.352043e-4,4.704087e-4,0.99996677,0.029348269877777777
ENCFF279CYY,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1034,0.99995987,4.066922e-5,8.133844e-5,0.99996677,0.022835767030000002
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,961,0.3512339,0.65151309,0.70246774,0.99996677,0.7750521187182204
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,881,0.5837098,0.41918613,0.83837226,0.99996677,0.6938871456553756
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2313.5,0.1670363,0.83391165,0.33407252,0.99996677,0.8727705339701771
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2168.5,0.3388505,0.66253729,0.677701,0.99996677,0.782365275152471
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1827,0.9186328,0.08185202,0.16370403,0.99996677,0.34044377207407406
ENCFF340JIF,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,2022,0.779187,0.22176742,0.44353484,0.99996677,0.5751612301616628
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,984,0.29027193,0.71226295,0.58054385,0.99996677,0.8063218677923387
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1005,0.23936304,0.7629334,0.47872607,0.99996677,0.8342494724440116
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2113.5,0.4180626,0.58341893,0.8361252,0.99996677,0.7482186618015964
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2107.5,0.42697551,0.57451269,0.85395102,0.99996677,0.7456525355311779
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1998,0.80137873,0.19951819,0.39903639,0.99996677,0.5423273248067633
ENCFF313LYI,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1823,0.92055065,0.07992557,0.15985113,0.99996677,0.33743013199248123
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1103,0.07560804,0.92544279,0.15121608,0.99996677,0.9363127104626462
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1028.5,0.18870964,0.81328817,0.37741928,0.99996677,0.861326520378175
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,1893.5,0.73504646,0.26619809,0.53239618,0.99996677,0.6202084130082988
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1706.5,0.90953515,0.09108513,0.18217025,0.99996677,0.3589073718947368
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,2058,0.74337708,0.25765907,0.51531814,0.99996677,0.6147068014084212
ENCFF831ZHL,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,2047,0.75462992,0.24638199,0.49276397,0.99996677,0.6001886654446854
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,994,0.26540743,0.737018291,0.530814863,0.99996677,0.8200420078712871
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,939,0.41339879,0.589487922,0.82679758,0.99996677,0.749692504960452
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2117.5,0.41214366,0.589333019,0.824287311,0.99996677,0.749692504960452
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2016.5,0.56407414,0.437420914,0.874841828,0.99996677,0.7001974195914893
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1343,0.99841575,0.001600807,0.003201614,0.99996677,0.054476049393939394
ENCFF039HDL,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1576,0.98617905,0.013934737,0.027869474,0.99996677,0.11831204288888887
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1034,0.17788508,0.824040178,0.35577016,0.99996677,0.8672887721593251
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1038,0.17026358,0.831608622,0.34052715,0.99996677,0.871985511210084
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2037.5,0.53251851,0.468990855,0.93798171,0.99996677,0.7088515883781964
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2132.5,0.39013547,0.611320135,0.78027094,0.99996677,0.752754946935307
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1506,0.99239254,0.007675091,0.01535018,0.99996677,0.085337893
ENCFF028KBY,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1949,0.84230594,0.158469598,0.3169392,0.99996677,0.48556967886178865
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1118,0.06099086,0.93989899,0.121981712,0.99996677,0.9466426598834081
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1011,0.22576797,0.776454638,0.45153594,0.99996677,0.8448700620772946
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2123.5,0.40330299,0.598165794,0.806605977,0.99996677,0.7517869014160263
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2175.5,0.3291829,0.672189096,0.658365801,0.99996677,0.788316700824609
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1445,0.99564459,0.004396656,0.008793312,0.99996677,0.07053031552112676
ENCFF309OEW,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1431,0.99618681,0.003849813,0.007699627,0.99996677,0.067552187484375
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,980,0.30051487,0.702061054,0.60102973,0.99996677,0.7996090909148074
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,905,0.51331338,0.48964439,0.97928878,0.99996677,0.7195404652679738
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,1906.5,0.71864027,0.282641767,0.56528353,0.99996677,0.6374925305421687
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1686.5,0.92129073,0.079268122,0.15853624,0.99996677,0.3371897765378788
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1470,0.99450287,0.005547878,0.01109576,0.99996677,0.07846441014942528
ENCFF601YET,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1672,0.97088144,0.029332466,0.05866493,0.99996677,0.1920989601149425
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1010,0.228003024,0.77423203,0.456006047,0.99996677,0.8441384171747573
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1111,0.067511034,0.933452097,0.135022068,0.99996677,0.9409934514640934
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,1983.5,0.612774181,0.388679865,0.77735973,0.99996677,0.68294209734375
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,1920.5,0.700441439,0.300878647,0.601757294,0.99996677,0.6510341501926783
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1422,0.99650261,0.00353128,0.00706256,0.99996677,0.06721402440677966
ENCFF803DJF,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1751,0.949508042,0.050826783,0.101653565,0.99996677,0.2576523172914798
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1098,0.0810321,0.92007557,0.16206421,0.99996677,0.9325314667057761
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,947,0.39044896,0.61239488,0.78089792,0.99996677,0.7532524099014238
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,1982.5,0.61422665,0.38722582,0.77445164,0.99996677,0.68294209734375
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2142.5,0.37565191,0.62578722,0.75130383,0.99996677,0.7589892414778857
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1734,0.95493561,0.0453701,0.0907402,0.99996677,0.2401993579534884
ENCFF775CVC,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1748,0.95050201,0.04982755,0.0996551,0.99996677,0.2543471572090909
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,919,0.471912,0.5310389389,0.9438240075,0.99996677,0.7290424567481663
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,895,0.54282406,0.4601191025,0.920238205,0.99996677,0.7055920995251018
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2192.5,0.30618502,0.6951454486,0.6123700446,0.99996677,0.7949575751301426
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2210.5,0.28264177,0.7186402738,0.5652835344,0.99996677,0.8102741239732931
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1902,0.87595047,0.1247085809,0.2494171618,0.99996677,0.4269748059472561
ENCFF600UCV,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1768,0.94357199,0.0567936367,0.1135872734,0.99996677,0.2773011044091304
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1022,0.2020145,0.80006811,0.404029,0.99996677,0.853030976532197
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,882,0.58081387,0.42208645,0.8441729,0.99996677,0.6950191870909092
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2261.5,0.22107143,0.78005387,0.44214286,0.99996677,0.845560324333977
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2113.5,0.41806254,0.58341899,0.83612508,0.99996677,0.7482186618015964
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1585,0.98512555,0.01499566,0.02999132,0.99996677,0.12292062905109488
ENCFF839SCO,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1821,0.92149674,0.07897518,0.15795036,0.99996677,0.3371897765378788
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1071,0.11547887,0.885958694,0.230957747,0.99996677,0.9094438878994516
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1055,0.14024518,0.86140109,0.280490361,0.99996677,0.8923924576291513
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2266.5,0.21547794,0.785630819,0.43095589,0.99996677,0.8475152842074927
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2374.5,0.11556246,0.88517513,0.231124915,0.99996677,0.9094438878994516
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1458.5,0.99505753,0.004988643,0.009977287,0.99996677,0.07474784046052632
ENCFF557SNT,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1366,0.99799266,0.002027872,0.004055744,0.99996677,0.05554390868292683
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,1128,0.05254293,0.94824808,0.10508586,0.99996677,0.9533416238495971
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,1030,0.18571828,0.81625981,0.37143655,0.99996677,0.8615223370582707
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,1969.5,0.63295627,0.36847392,0.73694785,0.99996677,0.6785655701639344
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2142.5,0.37565196,0.62578718,0.75130391,0.99996677,0.7589892414778857
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1932,0.85510828,0.14562485,0.2912497,0.99996677,0.46459291633522726
ENCFF344JQP,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1892,0.88240715,0.1182276,0.2364552,0.99996677,0.41732809827586204
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,855,0.6569831,0.34574788,0.69149576,0.99996677,0.6729200896013865
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,845,0.68382308,0.31882068,0.63764137,0.99996677,0.6588945843087972
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2230.5,0.25754888,0.7436747,0.51509775,0.99996677,0.8242275599723866
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2374.5,0.11556246,0.88517513,0.23112491,0.99996677,0.9094438878994516
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1987,0.81108355,0.18978644,0.37957288,0.99996677,0.5301745575124378
ENCFF535BIH,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1891,0.88303949,0.11759285,0.23518569,0.99996677,0.41732809827586204
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,1,TSS,917,0.47781836,0.52513551,0.95563671,0.99996677,0.7290424567481663
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,1,AVE,934,0.42789964,0.57500899,0.85579928,0.99996677,0.7456525355311779
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,2,TSS,2193.5,0.30485455,0.69647334,0.6097091,0.99996677,0.7956658807934893
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,2,AVE,2088.5,0.45542521,0.54607917,0.91085042,0.99996677,0.7309259927413587
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,3,TSS,1952,0.83997182,0.16081121,0.32162242,0.99996677,0.48652316091152814
ENCFF105MPH,Top SNV Discovered in YRI,Wilcoxon Test,3,AVE,1903,0.87529146,0.12537004,0.25074007,0.99996677,0.4279348173860182
